TL,TR,sCh,cCh,deaths,region_en,district
2012-09-10,2012-09-16,0.0,,0.0,North-West,Kumbo West Health District
2018-09-24,2018-09-30,0.0,,,East,Ndelele Health District
2018-09-24,2018-09-30,0.0,,,East,Yokadouma Health District
2011-06-27,2011-07-03,0.0,,0.0,West,Mbouda Health District
2011-06-27,2011-07-03,0.0,,0.0,West,Penka Michel Health District
2015-04-06,2015-04-12,0.0,,0.0,North,Ngong Health District
2015-04-06,2015-04-12,0.0,,0.0,North,Pitoa Health District
2015-04-06,2015-04-12,0.0,,0.0,North,Poli Health District
2015-04-06,2015-04-12,0.0,,0.0,North,Rey Bouba Health District
2017-12-11,2017-12-17,0.0,,0.0,West,Mbouda Health District
2017-08-21,2017-08-27,0.0,,0.0,Far North,Moulvoudaye Health District
2017-08-21,2017-08-27,0.0,,0.0,Far North,Moutourwa Health District
2015-11-16,2015-11-22,0.0,,0.0,North-West,Kumbo West Health District
2015-11-16,2015-11-22,0.0,,0.0,North-West,Mbengwi Health District
2012-11-19,2012-11-25,0.0,,0.0,North-West,Ndop Health District
2012-11-19,2012-11-25,0.0,,0.0,North-West,Ndu Health District
2018-04-23,2018-04-29,0.0,,,South-West,Kumba Health District
2011-03-21,2011-03-27,2.0,,0.0,West,Bangourain Health District
2018-04-23,2018-04-29,0.0,,,South-West,Limbe Health District
2016-03-21,2016-03-27,0.0,,0.0,Centre,Biyem Assi Health District
2014-04-21,2014-04-27,0.0,,0.0,Centre,Mbankomo Health District
2016-03-21,2016-03-27,0.0,,0.0,Centre,Nkolbisson Health District
2011-02-21,2011-02-27,0.0,,0.0,Adamawa,Tibati Health District
2012-12-24,2012-12-30,0.0,,0.0,Centre,Saa Health District
2012-12-24,2012-12-30,0.0,,0.0,Centre,Soa Health District
2016-05-30,2016-06-05,0.0,,0.0,South-West,Mamfe Health District
2016-05-30,2016-06-05,0.0,,0.0,South-West,Mbonge Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Boko Health District
2010-03-29,2010-04-04,0.0,,0.0,Centre,Efoulan Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Bonassama Health District
2013-03-11,2013-03-17,0.0,,0.0,Far North,Mindif Health District
2013-03-11,2013-03-17,0.0,,0.0,Far North,Mogode Health District
2013-02-18,2013-02-24,0.0,,0.0,Littoral,Melong Health District
2013-02-18,2013-02-24,0.0,,0.0,Littoral,Ndom Health District
2010-01-11,2010-01-17,0.0,,0.0,Centre,Saa Health District
2010-01-11,2010-01-17,0.0,,0.0,Centre,Soa Health District
2010-01-11,2010-01-17,0.0,,0.0,Centre,Djoungolo Health District
2010-01-11,2010-01-17,0.0,,0.0,Centre,Cite Verte Health District
2015-10-26,2015-11-01,0.0,,0.0,North-West,Nwa Health District
2015-10-26,2015-11-01,0.0,,0.0,North-West,Oku Health District
2015-10-26,2015-11-01,0.0,,0.0,North-West,Santa Health District
2015-10-26,2015-11-01,0.0,,0.0,North-West,Tubah Health District
2015-10-26,2015-11-01,0.0,,0.0,North-West,Wum Health District
2015-10-26,2015-11-01,0.0,,0.0,North,Figuil Health District
2015-10-26,2015-11-01,0.0,,0.0,North,Garoua 1 Health District
2015-10-26,2015-11-01,0.0,,0.0,North,Garoua 2 Health District
2015-10-26,2015-11-01,0.0,,0.0,North,Gaschiga Health District
2015-04-06,2015-04-12,0.0,,0.0,North,Tchollire Health District
2015-04-06,2015-04-12,0.0,,0.0,North,Touboro Health District
2014-03-10,2014-03-16,0.0,,0.0,North-West,Bamenda Health District
2014-03-10,2014-03-16,0.0,,0.0,North-West,Batibo Health District
2016-08-15,2016-08-21,0.0,,0.0,Far North,Guere Health District
2016-08-15,2016-08-21,0.0,,0.0,Far North,Guidiguis Health District
2017-01-30,2017-02-05,0.0,,0.0,East,Lomie Health District
2017-01-30,2017-02-05,0.0,,0.0,East,Mbang Health District
2017-12-11,2017-12-17,0.0,,0.0,West,Mifi Health District
2017-12-11,2017-12-17,0.0,,0.0,West,Penka Michel Health District
2014-01-27,2014-02-02,0.0,,0.0,Centre,Mfou Health District
2014-01-27,2014-02-02,0.0,,0.0,Centre,Monatele Health District
2012-09-10,2012-09-16,0.0,,0.0,North-West,Mbengwi Health District
2012-09-10,2012-09-16,0.0,,0.0,North-West,Ndop Health District
2014-04-21,2014-04-27,0.0,,0.0,Centre,Nanga Eboko Health District
2014-04-21,2014-04-27,0.0,,0.0,Centre,Ndikinimeki Health District
2010-11-01,2010-11-07,0.0,,0.0,Adamawa,Tignere Health District
2010-10-25,2010-10-31,0.0,,0.0,South-West,Akwaya Health District
2016-10-31,2016-11-06,0.0,,0.0,North,Guider Health District
2016-10-31,2016-11-06,0.0,,0.0,North,Lagdo Health District
2010-10-25,2010-10-31,0.0,,0.0,South-West,Bakassi Health District
2011-05-02,2011-05-08,0.0,,0.0,Adamawa,Banyo Health District
2011-05-02,2011-05-08,0.0,,0.0,Adamawa,Djohong Health District
2014-06-16,2014-06-22,0.0,,0.0,Far North,Guere Health District
2011-01-10,2011-01-16,0.0,,0.0,North,Lagdo Health District
2017-08-21,2017-08-27,0.0,,0.0,Far North,Vele Health District
2016-03-21,2016-03-27,0.0,,0.0,Adamawa,Banyo Health District
2016-03-21,2016-03-27,0.0,,0.0,Adamawa,Djohong Health District
2016-03-21,2016-03-27,0.0,,0.0,Adamawa,Meiganga Health District
2016-03-21,2016-03-27,0.0,,0.0,Adamawa,Ngaoundal Health District
2010-04-19,2010-04-25,0.0,,0.0,South-West,Akwaya Health District
2010-04-19,2010-04-25,0.0,,0.0,South-West,Bakassi Health District
2012-11-19,2012-11-25,0.0,,0.0,North-West,Njikwa Health District
2012-11-19,2012-11-25,0.0,,0.0,North-West,Nkambe Health District
2017-08-21,2017-08-27,0.0,,0.0,Far North,Yagoua Health District
2017-08-21,2017-08-27,0.0,,0.0,Centre,Akonolinga Health District
2012-10-15,2012-10-21,0.0,,0.0,North-West,Mbengwi Health District
2013-04-15,2013-04-21,0.0,,0.0,Centre,Bafia Health District
2013-04-15,2013-04-21,0.0,,0.0,Centre,Ebebda Health District
2014-09-22,2014-09-28,0.0,,0.0,West,Kouoptamo Health District
2014-09-22,2014-09-28,0.0,,0.0,West,Malantouen Health District
2018-04-23,2018-04-29,0.0,,,West,Baham Health District
2018-04-23,2018-04-29,0.0,,,West,Bamendjou Health District
2016-03-21,2016-03-27,0.0,,0.0,Adamawa,Ngaoundere Rural Health District
2016-03-21,2016-03-27,0.0,,0.0,Adamawa,Ngaoundere Urban Health District
2017-05-08,2017-05-14,0.0,,0.0,Far North,Hina Health District
2017-05-08,2017-05-14,0.0,,0.0,Far North,Kaele Health District
2013-03-11,2013-03-17,0.0,,0.0,Far North,Mokolo Health District
2018-09-24,2018-09-30,0.0,,,Far North,Kaele Health District
2018-09-24,2018-09-30,0.0,,,Far North,Kar Hay Health District
2013-04-15,2013-04-21,0.0,,0.0,Centre,Efoulan Health District
2013-04-15,2013-04-21,0.0,,0.0,Centre,Elig Mfomo Health District
2013-04-15,2013-04-21,0.0,,0.0,Centre,Eseka Health District
2013-04-15,2013-04-21,0.0,,0.0,Centre,Esse Health District
2017-01-30,2017-02-05,0.0,,0.0,Far North,Bourha Health District
2017-01-30,2017-02-05,0.0,,0.0,Far North,Gazawa Health District
2017-01-30,2017-02-05,0.0,,0.0,Far North,Goulfey Health District
2017-01-30,2017-02-05,0.0,,0.0,Far North,Guere Health District
2017-01-30,2017-02-05,0.0,,0.0,Far North,Guidiguis Health District
2017-01-30,2017-02-05,0.0,,0.0,Far North,Hina Health District
2017-01-30,2017-02-05,0.0,,0.0,Far North,Kaele Health District
2017-01-30,2017-02-05,0.0,,0.0,Far North,Kar Hay Health District
2017-01-30,2017-02-05,0.0,,0.0,Far North,Kolofata Health District
2016-10-31,2016-11-06,0.0,,0.0,North,Mayo Oulo Health District
2016-10-31,2016-11-06,0.0,,0.0,North,Ngong Health District
2016-10-31,2016-11-06,0.0,,0.0,North,Pitoa Health District
2016-10-31,2016-11-06,0.0,,0.0,North,Poli Health District
2017-01-30,2017-02-05,0.0,,0.0,Far North,Koza Health District
2017-01-30,2017-02-05,0.0,,0.0,Far North,Mada Health District
2017-01-30,2017-02-05,0.0,,0.0,Far North,Maga Health District
2010-07-12,2010-07-18,0.0,,0.0,South-West,Kumba Health District
2010-07-12,2010-07-18,0.0,,0.0,South-West,Limbe Health District
2018-09-24,2018-09-30,0.0,,,Far North,Kolofata Health District
2018-09-24,2018-09-30,0.0,,,Far North,Kousseri Health District
2010-07-12,2010-07-18,0.0,,0.0,South-West,Mamfe Health District
2014-04-21,2014-04-27,0.0,,0.0,Centre,Ntui Health District
2014-04-21,2014-04-27,0.0,,0.0,Centre,Obala Health District
2017-12-11,2017-12-17,0.0,,0.0,West,Santchou Health District
2017-12-11,2017-12-17,0.0,,0.0,North-West,Ako Health District
2018-04-23,2018-04-29,0.0,,,West,Bandja Health District
2015-11-16,2015-11-22,0.0,,0.0,North-West,Nkambe Health District
2017-08-21,2017-08-27,0.0,,0.0,Centre,Awae Health District
2017-08-21,2017-08-27,0.0,,0.0,Centre,Ayos Health District
2015-10-26,2015-11-01,0.0,,0.0,North,Ngong Health District
2015-10-26,2015-11-01,0.0,,0.0,North,Pitoa Health District
2016-08-15,2016-08-21,0.0,,0.0,Far North,Hina Health District
2016-08-15,2016-08-21,0.0,,0.0,Far North,Kaele Health District
2016-08-15,2016-08-21,0.0,,0.0,Far North,Kar Hay Health District
2010-09-27,2010-10-03,1.0,,0.0,Centre,Cite Verte Health District
2016-08-15,2016-08-21,0.0,,0.0,Far North,Kolofata Health District
2016-08-15,2016-08-21,0.0,,0.0,Far North,Kousseri Health District
2016-08-15,2016-08-21,0.0,,0.0,Far North,Mada Health District
2015-11-16,2015-11-22,0.0,,0.0,North-West,Nwa Health District
2016-08-15,2016-08-21,0.0,,0.0,Far North,Maga Health District
2018-09-24,2018-09-30,0.0,,,Far North,Koza Health District
2018-09-24,2018-09-30,0.0,,,Far North,Mada Health District
2018-09-24,2018-09-30,0.0,,,Far North,Maga Health District
2011-06-27,2011-07-03,3.0,,0.0,West,Massangam Health District
2011-06-27,2011-07-03,29.0,,1.0,West,Foumbot Health District
2015-04-06,2015-04-12,0.0,,0.0,Littoral,Abo Health District
2017-12-11,2017-12-17,0.0,,0.0,North-West,Kumbo East Health District
2017-12-11,2017-12-17,0.0,,0.0,North-West,Kumbo West Health District
2010-07-12,2010-07-18,0.0,,0.0,South-West,Mbonge Health District
2010-07-12,2010-07-18,0.0,,0.0,South-West,Mundemba Health District
2017-05-08,2017-05-14,0.0,,0.0,Far North,Kar Hay Health District
2017-05-08,2017-05-14,0.0,,0.0,Far North,Kolofata Health District
2014-01-27,2014-02-02,0.0,,0.0,Centre,Nanga Eboko Health District
2011-08-15,2011-08-21,3.0,,1.0,North,Ngong Health District
2017-01-30,2017-02-05,0.0,,0.0,Far North,Meri Health District
2010-06-07,2010-06-13,0.0,,0.0,South-West,Wabane Health District
2010-06-07,2010-06-13,0.0,,0.0,South,Ambam Health District
2011-02-14,2011-02-20,0.0,,0.0,South-West,Bakassi Health District
2011-02-14,2011-02-20,0.0,,0.0,South-West,Bangem Health District
2011-02-14,2011-02-20,0.0,,0.0,South-West,Ekondo Titi Health District
2014-09-22,2014-09-28,0.0,,0.0,West,Massangam Health District
2014-09-22,2014-09-28,0.0,,0.0,West,Mbouda Health District
2012-10-15,2012-10-21,0.0,,0.0,North-West,Ndu Health District
2012-10-15,2012-10-21,0.0,,0.0,North-West,Njikwa Health District
2014-11-10,2014-11-16,0.0,,0.0,Littoral,Nkondjock Health District
2012-12-24,2012-12-30,0.0,,0.0,Centre,Biyem Assi Health District
2015-11-16,2015-11-22,0.0,,0.0,North,Figuil Health District
2017-05-08,2017-05-14,0.0,,0.0,Far North,Kousseri Health District
2012-10-15,2012-10-21,0.0,,0.0,North-West,Nkambe Health District
2017-08-21,2017-08-27,0.0,,0.0,Centre,Bafia Health District
2017-08-21,2017-08-27,0.0,,0.0,Centre,Ebebda Health District
2011-09-19,2011-09-25,0.0,,0.0,Adamawa,Meiganga Health District
2011-09-19,2011-09-25,0.0,,0.0,Adamawa,Ngaoundere Rural Health District
2011-05-23,2011-05-29,0.0,,0.0,Littoral,Pouma Health District
2014-04-21,2014-04-27,0.0,,0.0,Centre,Okola Health District
2014-04-21,2014-04-27,0.0,,0.0,Centre,Saa Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Dibombari Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Edea Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Japoma Health District
2013-03-25,2013-03-31,0.0,,0.0,West,Bandjoun Health District
2016-08-15,2016-08-21,0.0,,0.0,Far North,Makary Health District
2012-11-19,2012-11-25,0.0,,0.0,North-West,Tubah Health District
2012-11-19,2012-11-25,0.0,,0.0,North-West,Wum Health District
2011-05-02,2011-05-08,0.0,,0.0,Adamawa,Meiganga Health District
2011-05-02,2011-05-08,0.0,,0.0,Adamawa,Ngaoundere Rural Health District
2015-04-06,2015-04-12,0.0,,0.0,Littoral,Bangue Health District
2015-04-06,2015-04-12,0.0,,0.0,Littoral,Boko Health District
2015-04-06,2015-04-12,0.0,,0.0,Littoral,Cite des palmiers Health District
2014-08-04,2014-08-10,0.0,,0.0,North-West,Nkambe Health District
2014-08-04,2014-08-10,0.0,,0.0,North-West,Nwa Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Bangue Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Boko Health District
2018-04-23,2018-04-29,0.0,,,West,Dschang Health District
2018-04-23,2018-04-29,0.0,,,West,Fontem Health District
2010-06-07,2010-06-13,0.0,,0.0,South,Djoum Health District
2014-04-21,2014-04-27,0.0,,0.0,Centre,Soa Health District
2014-04-21,2014-04-27,0.0,,0.0,Centre,Djoungolo Health District
2014-04-21,2014-04-27,0.0,,0.0,Centre,Cite Verte Health District
2014-04-21,2014-04-27,0.0,,0.0,Centre,Nkolndongo Health District
2014-04-21,2014-04-27,0.0,,0.0,Centre,Biyem Assi Health District
2014-04-21,2014-04-27,0.0,,0.0,Centre,Yoko Health District
2014-04-21,2014-04-27,0.0,,,Centre,Nkolbisson Health District
2014-04-21,2014-04-27,0.0,,0.0,Adamawa,Bankim Health District
2013-02-18,2013-02-24,0.0,,0.0,Littoral,Nkondjock Health District
2015-11-16,2015-11-22,0.0,,0.0,North,Garoua 1 Health District
2015-11-16,2015-11-22,0.0,,0.0,North,Garoua 2 Health District
2012-09-10,2012-09-16,0.0,,0.0,North-West,Njikwa Health District
2012-09-10,2012-09-16,0.0,,0.0,North-West,Nkambe Health District
2014-08-04,2014-08-10,0.0,,0.0,North-West,Santa Health District
2016-05-30,2016-06-05,0.0,,0.0,West,Bafang Health District
2016-05-30,2016-06-05,0.0,,0.0,West,Baham Health District
2011-02-14,2011-02-20,0.0,,0.0,South-West,Eyumodjock Health District
2010-01-11,2010-01-17,0.0,,0.0,Adamawa,Meiganga Health District
2011-05-02,2011-05-08,0.0,,0.0,Adamawa,Ngaoundere Urban Health District
2015-09-28,2015-10-04,0.0,,0.0,West,Bandja Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Bonassama Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Cite des palmiers Health District
2017-08-21,2017-08-27,0.0,,0.0,Centre,Eseka Health District
2017-08-21,2017-08-27,0.0,,0.0,Centre,Esse Health District
2014-11-10,2014-11-16,0.0,,0.0,Littoral,Nkongsamba Health District
2014-11-10,2014-11-16,0.0,,0.0,Littoral,Nylon Health District
2014-04-21,2014-04-27,0.0,,0.0,Adamawa,Ngaoundere Urban Health District
2014-04-21,2014-04-27,0.0,,0.0,Adamawa,Tibati Health District
2014-06-16,2014-06-22,0.0,,0.0,Far North,Kousseri Health District
2015-04-06,2015-04-12,0.0,,0.0,Littoral,Deido Health District
2016-03-14,2016-03-20,0.0,,0.0,South-West,Bakassi Health District
2016-03-14,2016-03-20,0.0,,0.0,South-West,Bangem Health District
2010-12-06,2010-12-12,0.0,,0.0,East,Messamena Health District
2010-04-19,2010-04-25,0.0,,0.0,South-West,Mamfe Health District
2010-04-19,2010-04-25,0.0,,0.0,South-West,Mbonge Health District
2011-04-25,2011-05-01,0.0,,0.0,South-West,Akwaya Health District
2011-04-25,2011-05-01,0.0,,0.0,South-West,Bakassi Health District
2017-05-08,2017-05-14,0.0,,0.0,Far North,Mindif Health District
2017-05-08,2017-05-14,0.0,,0.0,Far North,Mogode Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Deido Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Dibombari Health District
2010-09-27,2010-10-03,4.0,,0.0,Centre,Obala Health District
2010-09-27,2010-10-03,0.0,,0.0,Adamawa,Bankim Health District
2018-09-24,2018-09-30,0.0,,,Far North,Moulvoudaye Health District
2018-09-24,2018-09-30,0.0,,,Far North,Moutourwa Health District
2018-09-24,2018-09-30,0.0,,,Far North,Pette Health District
2018-09-24,2018-09-30,0.0,,,Far North,Roua Health District
2018-09-24,2018-09-30,0.0,,,Far North,Tokombere Health District
2018-09-24,2018-09-30,0.0,,,Far North,Yagoua Health District
2018-09-24,2018-09-30,0.0,,,Centre,Akonolinga Health District
2014-03-10,2014-03-16,0.0,,0.0,North-West,Wum Health District
2014-03-10,2014-03-16,0.0,,,North-West,Oku Health District
2014-03-10,2014-03-16,0.0,,0.0,North,Bibemi Health District
2014-03-10,2014-03-16,0.0,,0.0,North,Figuil Health District
2014-03-10,2014-03-16,0.0,,0.0,North,Garoua 1 Health District
2014-03-10,2014-03-16,0.0,,0.0,North,Garoua 2 Health District
2014-03-10,2014-03-16,0.0,,0.0,North,Gaschiga Health District
2014-11-10,2014-11-16,0.0,,0.0,Littoral,Pouma Health District
2014-11-10,2014-11-16,0.0,,0.0,Littoral,Yabassi Health District
2014-11-10,2014-11-16,0.0,,,Littoral,Abo Health District
2014-11-10,2014-11-16,0.0,,,Littoral,Bangue Health District
2014-11-10,2014-11-16,0.0,,,Littoral,Boko Health District
2014-11-10,2014-11-16,0.0,,,Littoral,Japoma Health District
2015-04-06,2015-04-12,0.0,,0.0,Littoral,Manjo Health District
2015-04-06,2015-04-12,0.0,,0.0,Littoral,Manoka Health District
2015-04-06,2015-04-12,0.0,,0.0,Littoral,Mbanga Health District
2015-04-06,2015-04-12,0.0,,0.0,Littoral,Melong Health District
2011-09-12,2011-09-18,0.0,,0.0,South-West,Bangem Health District
2015-04-06,2015-04-12,0.0,,0.0,Littoral,New Bell Health District
2011-09-12,2011-09-18,0.0,,0.0,South-West,Buea Health District
2015-04-06,2015-04-12,0.0,,0.0,Littoral,Ngambe Health District
2015-04-06,2015-04-12,0.0,,0.0,Littoral,Njombe penja Health District
2014-06-16,2014-06-22,0.0,,0.0,Far North,Koza Health District
2014-06-16,2014-06-22,0.0,,0.0,Far North,Mada Health District
2014-06-16,2014-06-22,0.0,,0.0,Far North,Maga Health District
2014-06-16,2014-06-22,0.0,,0.0,Far North,Meri Health District
2014-06-16,2014-06-22,0.0,,0.0,Far North,Mindif Health District
2014-06-16,2014-06-22,0.0,,0.0,Far North,Mokolo Health District
2014-06-16,2014-06-22,0.0,,0.0,Far North,Mora Health District
2017-08-21,2017-08-27,0.0,,0.0,Centre,Mbankomo Health District
2017-08-21,2017-08-27,0.0,,0.0,Centre,Mfou Health District
2014-09-22,2014-09-28,0.0,,0.0,North-West,Bamenda Health District
2017-08-21,2017-08-27,0.0,,0.0,Centre,Monatele Health District
2017-08-21,2017-08-27,0.0,,0.0,Centre,Nanga Eboko Health District
2014-09-22,2014-09-28,0.0,,0.0,North-West,Batibo Health District
2017-08-21,2017-08-27,0.0,,0.0,Centre,Ndikinimeki Health District
2017-08-21,2017-08-27,0.0,,0.0,Centre,Ngog Mapubi Health District
2014-04-21,2014-04-27,0.0,,0.0,Adamawa,Tignere Health District
2014-04-21,2014-04-27,0.0,,,Adamawa,Ngaoundal Health District
2014-04-14,2014-04-20,0.0,,0.0,South-West,Akwaya Health District
2014-04-14,2014-04-20,0.0,,0.0,South-West,Bakassi Health District
2014-04-14,2014-04-20,0.0,,0.0,South-West,Bangem Health District
2011-05-23,2011-05-29,0.0,,0.0,East,Kette Health District
2011-05-23,2011-05-29,0.0,,0.0,East,Lomie Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Edea Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Japoma Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Loum Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Manjo Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Manoka Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Mbanga Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Melong Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Ndom Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,New Bell Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Ngambe Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Njombe penja Health District
2016-10-31,2016-11-06,0.0,,0.0,Littoral,Nkondjock Health District
2010-01-11,2010-01-17,0.0,,0.0,Adamawa,Ngaoundere Rural Health District
2010-01-11,2010-01-17,0.0,,0.0,Adamawa,Tibati Health District
2011-02-14,2011-02-20,20.0,,0.0,South-West,Tiko Health District
2011-02-14,2011-02-20,24.0,,0.0,South-West,Kumba Health District
2012-09-10,2012-09-16,0.0,,0.0,North-West,Nwa Health District
2011-08-15,2011-08-21,25.0,,1.0,North,Bibemi Health District
2012-09-10,2012-09-16,0.0,,0.0,North-West,Santa Health District
2012-09-10,2012-09-16,0.0,,0.0,North-West,Tubah Health District
2011-08-15,2011-08-21,64.0,,1.0,North,Figuil Health District
2012-09-10,2012-09-16,0.0,,0.0,North-West,Wum Health District
2012-09-10,2012-09-16,0.0,,0.0,North,Bibemi Health District
2011-08-15,2011-08-21,10.0,,3.0,North,Gaschiga Health District
2012-09-10,2012-09-16,0.0,,0.0,North,Figuil Health District
2012-09-10,2012-09-16,0.0,,0.0,North,Garoua 1 Health District
2011-08-15,2011-08-21,20.0,,4.0,North,Garoua 1 Health District
2016-01-11,2016-01-17,0.0,,0.0,South-West,Bakassi Health District
2016-01-11,2016-01-17,0.0,,0.0,South-West,Bangem Health District
2016-01-11,2016-01-17,0.0,,0.0,South-West,Buea Health District
2016-01-11,2016-01-17,0.0,,0.0,South-West,Ekondo Titi Health District
2016-01-11,2016-01-17,0.0,,0.0,South-West,Eyumodjock Health District
2016-01-11,2016-01-17,0.0,,0.0,South-West,Fontem Health District
2016-01-11,2016-01-17,0.0,,0.0,South-West,Konye Health District
2016-01-11,2016-01-17,0.0,,0.0,South-West,Kumba Health District
2016-01-11,2016-01-17,0.0,,0.0,South-West,Limbe Health District
2017-12-11,2017-12-17,0.0,,0.0,North-West,Nwa Health District
2017-12-11,2017-12-17,0.0,,0.0,North-West,Oku Health District
2017-12-11,2017-12-17,0.0,,0.0,North-West,Tubah Health District
2013-03-25,2013-03-31,0.0,,0.0,West,Kouoptamo Health District
2013-03-25,2013-03-31,0.0,,0.0,West,Malantouen Health District
2013-03-25,2013-03-31,0.0,,0.0,West,Massangam Health District
2013-03-25,2013-03-31,0.0,,0.0,West,Mbouda Health District
2013-03-25,2013-03-31,0.0,,0.0,West,Mifi Health District
2013-03-25,2013-03-31,0.0,,0.0,West,Penka Michel Health District
2013-03-25,2013-03-31,1.0,,0.0,West,Santchou Health District
2016-03-14,2016-03-20,0.0,,0.0,South-West,Eyumodjock Health District
2016-03-14,2016-03-20,0.0,,0.0,South-West,Fontem Health District
2016-03-14,2016-03-20,0.0,,0.0,South-West,Konye Health District
2016-03-14,2016-03-20,0.0,,0.0,South-West,Kumba Health District
2016-03-14,2016-03-20,0.0,,0.0,South-West,Limbe Health District
2016-03-14,2016-03-20,0.0,,0.0,South-West,Mamfe Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Manoka Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Mbanga Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Melong Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Ndom Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,New Bell Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Ngambe Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Njombe penja Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Nkondjock Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Nkongsamba Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Nylon Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Pouma Health District
2015-06-01,2015-06-07,0.0,,0.0,Littoral,Yabassi Health District
2015-06-01,2015-06-07,0.0,,0.0,East,Abong Mbang Health District
2010-06-07,2010-06-13,0.0,,0.0,South,Olamze Health District
2010-06-07,2010-06-13,0.0,,0.0,South,Sangmelima Health District
2010-06-07,2010-06-13,0.0,,0.0,South,Zoetele Health District
2010-06-07,2010-06-13,0.0,,0.0,West,Bafang Health District
2010-06-07,2010-06-13,0.0,,0.0,West,Baham Health District
2016-05-30,2016-06-05,0.0,,0.0,West,Bamendjou Health District
2014-08-04,2014-08-10,0.0,,0.0,North-West,Tubah Health District
2016-05-30,2016-06-05,0.0,,0.0,West,Bandja Health District
2016-05-30,2016-06-05,0.0,,0.0,West,Bandjoun Health District
2014-08-04,2014-08-10,0.0,,0.0,North-West,Wum Health District
2016-05-30,2016-06-05,0.0,,0.0,West,Bangangte Health District
2016-05-30,2016-06-05,0.0,,0.0,West,Bangourain Health District
2014-08-04,2014-08-10,0.0,,,North-West,Oku Health District
2018-04-23,2018-04-29,0.0,,,North-West,Kumbo East Health District
2018-04-23,2018-04-29,0.0,,,North-West,Kumbo West Health District
2018-04-23,2018-04-29,0.0,,,North-West,Mbengwi Health District
2018-04-23,2018-04-29,0.0,,,North-West,Ndop Health District
2018-04-23,2018-04-29,0.0,,,North-West,Ndu Health District
2011-06-27,2011-07-03,0.0,,0.0,North-West,Fundong Health District
2011-06-27,2011-07-03,0.0,,0.0,North-West,Kumbo East Health District
2011-06-27,2011-07-03,0.0,,0.0,North-West,Kumbo West Health District
2011-06-27,2011-07-03,0.0,,0.0,North-West,Mbengwi Health District
2011-06-27,2011-07-03,0.0,,0.0,North-West,Ndop Health District
2011-06-27,2011-07-03,0.0,,0.0,North-West,Ndu Health District
2011-06-27,2011-07-03,0.0,,0.0,North-West,Njikwa Health District
2011-06-27,2011-07-03,0.0,,0.0,North-West,Nkambe Health District
2011-06-27,2011-07-03,0.0,,0.0,North-West,Nwa Health District
2011-06-27,2011-07-03,0.0,,0.0,North-West,Santa Health District
2011-06-27,2011-07-03,0.0,,0.0,North-West,Tubah Health District
2011-06-27,2011-07-03,0.0,,0.0,North-West,Wum Health District
2014-01-27,2014-02-02,0.0,,0.0,Centre,Soa Health District
2014-01-27,2014-02-02,0.0,,0.0,Centre,Djoungolo Health District
2014-01-27,2014-02-02,0.0,,0.0,Centre,Nkolndongo Health District
2014-01-27,2014-02-02,0.0,,0.0,Centre,Biyem Assi Health District
2014-01-27,2014-02-02,0.0,,0.0,Centre,Yoko Health District
2014-01-27,2014-02-02,1.0,,0.0,Centre,Cite Verte Health District
2014-01-27,2014-02-02,0.0,,,Centre,Nkolbisson Health District
2014-01-27,2014-02-02,0.0,,0.0,Adamawa,Bankim Health District
2014-01-27,2014-02-02,0.0,,0.0,Adamawa,Banyo Health District
2014-01-27,2014-02-02,0.0,,0.0,Adamawa,Djohong Health District
